,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
10,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,0.0,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75
11,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-0.75,-0.75,0.0,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5
12,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,0.0,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75
13,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,0.0,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5
14,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,0.0,-0.75,-1.5,-0.75,-1.5,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75
15,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-0.75,0.0,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75
16,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,0.0,-1.5,-0.75,-1.5,-0.75,-1.5,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5
17,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-1.5,0.0,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-1.5,-0.75
18,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,0.0,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5
19,-1.5,-1.5,-1.5,-1.5,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,-1.5,-1.5,0.0,-0.75,-0.75,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-1.5,-1.5,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75
20,-1.5,-1.5,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,0.0,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75
21,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,0.0,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5
22,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-0.75,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-1.5,0.0,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75
23,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,0.0,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,-1.5,-1.5,-0.75,-1.5,-1.5
24,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,0.0,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-1.5,-1.5,-0.75
25,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,0.0,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-1.5,-1.5,-1.5,-0.75
26,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,0.0,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5,-0.75
27,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,0.0,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5
28,-1.5,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,0.0,-1.5,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5
29,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,0.0,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75
30,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,0.0,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5
31,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,0.0,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-1.5
32,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,-0.75,0.0,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5
33,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,0.0,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75
34,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,0.0,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75
35,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,0.0,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5
36,-1.5,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,0.0,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5
37,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,0.0,-0.75,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75
38,-1.5,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,0.0,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-1.5,-0.75,-1.5
39,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-1.5,-0.75,0.0,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-1.5,-1.5
40,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,0.0,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-0.75
41,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,0.0,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5
42,-1.5,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,0.0,-0.75,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75
43,-0.75,-1.5,-1.5,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,0.0,-1.5,-1.5,-0.75,-1.5,-1.5,-0.75
44,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,0.0,-1.5,-0.75,-0.75,-0.75,-0.75
45,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.0,-1.5,-1.5,-1.5,-1.5
46,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-1.5,-1.5,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,0.0,-1.5,-0.75,-1.5
47,-0.75,-1.5,-1.5,-0.75,-1.5,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-1.5,-1.5,0.0,-0.75,-0.75
48,-0.75,-0.75,-0.75,-1.5,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-1.5,-1.5,-0.75,-1.5,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-1.5,-1.5,-1.5,-0.75,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,0.0,-1.5
49,-0.75,-0.75,-0.75,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5,-1.5,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,-1.5,-0.75,-1.5,-0.75,-0.75,-0.75,-1.5,-1.5,-0.75,-1.5,0.0
